 id  |          name           | gender | height 
 Eva Geirsdóttir         | Female      |   1.61 |   1.45 | High Jump
 Björn Lovísuson         | Male        |   1.85 |   7.77 | 100 m dash
 Sunneva Ármannsdóttir   | Female      |   1.65 |   1.28 | High Jump
 Rúnar Björgvinsson      | Male        |   1.88 |   9.13 | 100 m dash
 Lovísa Sunnevudóttir    | Female      |   1.73 |   6.39 | Long Jump
 Angela Gunnarsdóttir    | Female      |   1.72 |  10.47 | Triple Jump
 Hulda Kristjánsdóttir   | Female      |   1.79 |  12.72 | Shot Put
 Hulda Björgvinsdóttir   | Female      |   1.72 |   1.94 | High Jump
 Ármann Gunnarsson       | Male        |   1.88 |   8.88 | Shot Put
 Björn Rúnarsson         | Male        |   1.88 |   9.02 | 100 m dash
 Friðgeir Friðgeirsson   | Male        |   1.75 |   1.75 | High Jump
 Ása Evudóttir           | Female      |   1.65 |   7.67 | 100 m dash
 Kristján Björnsson      | Male        |   1.85 |   6.23 | Long Jump
 Hulda Björgvinsdóttir   | Female      |   1.72 |   5.41 | 100 m dash
 Rúnar Björgvinsson      | Male        |   1.88 |   7.69 | 100 m dash
 Björgvin Björnsson      | Male        |   1.82 |   1.72 | High Jump
 Ása Jónsdóttir          | Female      |    1.7 |  11.84 | Triple Jump
 Kristján Björnsson      | Male        |   1.85 |  10.36 | 100 m dash
 Benedikt Jónsson        | Male        |   1.71 |   7.66 | 100 m dash
 Gréta Kristjánsdóttir   | Female      |   1.79 |   1.19 | High Jump
 Geir Benediktsson       | Male        |   1.89 |   6.67 | Long Jump
 Gréta Friðgeirsdóttir   | Female      |   1.64 |   6.74 | Triple Jump
 Kristján Benediktsson   | Male        |   1.75 |  11.61 | Shot Put
 Hulda Kristjánsdóttir   | Female      |   1.79 |   5.62 | 100 m dash
 Ása Kristjánsdóttir     | Female      |   1.64 |  15.38 | Shot Put
 Sunneva Björnsdóttir    | Female      |   1.61 |   4.65 | Long Jump
 Gunnar Friðgeirsson     | Male        |   1.73 |  11.05 | Triple Jump
 Lovísa Helgudóttir      | Female      |   1.64 |   6.95 | Triple Jump
 Ása Björgvinsdóttir     | Female      |   1.71 |    6.6 | 100 m dash
 Jóna Benediktsdóttir    | Female      |   1.62 |  12.76 | Triple Jump
 Geir Jónsson            | Male        |   1.85 |  12.23 | Shot Put
 Rúnar Kristjánsson      | Male        |   1.71 |  12.37 | Shot Put
 Sunneva Friðgeirsdóttir | Female      |   1.72 |    1.4 | High Jump
 Gunnar Hulduson         | Male        |    1.8 |   1.87 | High Jump
 Friðgeir Friðgeirsson   | Male        |   1.75 |   5.93 | 100 m dash
 Ármann Ármannsson       | Male        |   1.77 |    6.6 | 100 m dash
 Ása Geirsdóttir         | Female      |   1.71 |   7.13 | Triple Jump
 Hulda Evudóttir         | Female      |   1.77 |   3.47 | Long Jump
 Geir Hulduson           | Male        |   1.87 |  12.81 | Triple Jump
 Lovísa Sunnevudóttir    | Female      |   1.73 |   9.43 | Triple Jump
 Björn Geirsson          | Male        |   1.84 |   5.24 | Long Jump
 Rúnar Benediktsson      | Male        |   1.71 |    5.4 | Long Jump
 Hulda Kristjánsdóttir   | Female      |   1.79 |   5.84 | Long Jump
 Kristján Geirsson       | Male        |   1.75 |  16.27 | Shot Put
 Gréta Rúnarsdóttir      | Female      |   1.73 |   3.69 | Long Jump
 Björn Rúnarsson         | Male        |   1.88 |   9.93 | 100 m dash
 Friðgeir Friðgeirsson   | Male        |   1.89 |   8.68 | Triple Jump
 Björn Geirsson          | Male        |   1.71 |   1.45 | High Jump
 Jóna Benediktsdóttir    | Female      |   1.62 |   9.04 | Triple Jump
 Friðgeir Gunnarsson     | Male        |   1.87 |   1.63 | High Jump
 Gunnar Benediktsson     | Male        |   1.83 |    6.2 | Long Jump
 Björgvin Geirsson       | Male        |   1.82 |  11.01 | Shot Put
 Lovísa Gunnarsdóttir    | Female      |   1.74 |  10.36 | Triple Jump
 Eva Gunnarsdóttir       | Female      |   1.61 |   1.69 | High Jump
 Eva Geirsdóttir         | Female      |   1.61 |   7.38 | 100 m dash
 Geir Friðgeirsson       | Male        |   1.86 |    1.6 | High Jump
 Jón Ármannsson          | Male        |   1.78 |   3.97 | Long Jump
 Eva Björgvinsdóttir     | Female      |   1.79 |    3.9 | Long Jump
 Rúnar Rúnarsson         | Male        |   1.85 |   9.09 | Triple Jump
 Björn Benediktsson      | Male        |   1.84 |   6.99 | 100 m dash
 Lovísa Kristjánsdóttir  | Female      |   1.62 |   7.73 | Triple Jump
 Hulda Jónsdóttir        | Female      |   1.73 |   9.04 | Shot Put
 Ármann Geirsson         | Male        |   1.88 |   5.72 | 100 m dash
 Angela Friðgeirsdóttir  | Female      |   1.68 |   7.02 | 100 m dash
 Geir Kristjánsson       | Male        |   1.73 |   1.25 | High Jump
 Jóna Benediktsdóttir    | Female      |   1.73 |  10.33 | 100 m dash
 Björn Jónuson           | Male        |   1.73 |    5.5 | Long Jump
 Angela Björgvinsdóttir  | Female      |   1.64 |   7.03 | 100 m dash
 Ása Evudóttir           | Female      |   1.65 |   8.23 | Triple Jump
 Helga Ármannsdóttir     | Female      |   1.61 |   1.94 | High Jump
 Geir Rúnarsson          | Male        |   1.78 |   3.76 | Long Jump
 Ármann Geirsson         | Male        |   1.88 |    1.5 | High Jump
 Benedikt Benediktsson   | Male        |   1.81 |   12.5 | Shot Put
 Angela Gunnarsdóttir    | Female      |   1.72 |   8.77 | Shot Put
 Ása Jónsdóttir          | Female      |    1.7 |   8.73 | Triple Jump
 Björgvin Jónsson        | Male        |   1.86 |  12.42 | Triple Jump
 Geir Rúnarsson          | Male        |   1.78 |   6.45 | Long Jump
 Friðgeir Gunnarsson     | Male        |   1.78 |   1.34 | High Jump
 Kristján Björnsson      | Male        |   1.85 |    7.1 | 100 m dash
 Angela Björgvinsdóttir  | Female      |   1.64 |  12.87 | Triple Jump
 Sunneva Björgvinsdóttir | Female      |   1.72 |   6.94 | Triple Jump
 Sunneva Björgvinsdóttir | Female      |   1.72 |  11.89 | Shot Put
 Jóna Geirsdóttir        | Female      |   1.71 |   6.45 | 100 m dash
 Jón Rúnarsson           | Male        |   1.75 |  12.39 | Shot Put
 Björgvin Friðgeirsson   | Male        |   1.85 |  13.95 | Shot Put
 Angela Friðgeirsdóttir  | Female      |   1.68 |   1.35 | High Jump
 Rúnar Kristjánsson      | Male        |   1.76 |   12.7 | Shot Put
 Hulda Jónsdóttir        | Female      |   1.73 |   4.21 | Long Jump
 Gréta Kristjánsdóttir   | Female      |   1.62 |  13.53 | Shot Put
 Hulda Geirsdóttir       | Female      |   1.72 |   1.19 | High Jump
 Friðgeir Rúnarsson      | Male        |   1.74 |   8.56 | Shot Put
 Helga Ármannsdóttir     | Female      |   1.61 |   1.24 | High Jump
 Geir Jónsson            | Male        |   1.85 |   7.16 | Triple Jump
 Jón Rúnarsson           | Male        |   1.75 |   1.53 | High Jump
 Friðgeir Rúnarsson      | Male        |   1.74 |   3.77 | Long Jump
 Hulda Jónsdóttir        | Female      |   1.73 |   3.74 | Long Jump
 Jóna Jónsdóttir         | Female      |   1.72 |   9.39 | Shot Put
 Gunnar Jónsson          | Male        |   1.87 |   9.97 | 100 m dash
 Geir Jónsson            | Male        |   1.75 |   4.03 | Long Jump
 Angela Friðgeirsdóttir  | Female      |   1.68 |   6.96 | 100 m dash
 Geir Kristjánsson       | Male        |   1.73 |    4.1 | Long Jump
 Eva Björgvinsdóttir     | Female      |   1.79 |  13.63 | Shot Put
 Elva Friðgeirsdóttir    | Female      |   1.77 |   1.43 | High Jump
 Kristján Evuson         | Male        |   1.84 |   1.66 | High Jump
 Rúnar Kristjánsson      | Male        |   1.76 |  12.69 | Triple Jump
 Sunneva Helgudóttir     | Female      |   1.77 |   7.71 | 100 m dash
 Björgvin Friðgeirsson   | Male        |   1.85 |   8.53 | Triple Jump
 Sunneva Helgudóttir     | Female      |   1.77 |    9.7 | Shot Put
 Jón Rúnarsson           | Male        |   1.75 |  15.18 | Shot Put
 Geir Björnsson          | Male        |   1.72 |   1.31 | High Jump
 Helga Björnsdóttir      | Female      |   1.63 |    1.4 | High Jump
 Angela Björgvinsdóttir  | Female      |   1.64 |   1.54 | High Jump
 Hulda Jónsdóttir        | Female      |   1.73 |   4.86 | Long Jump
 Gunnar Benediktsson     | Male        |   1.83 |   9.72 | Shot Put
 Gréta Kristjánsdóttir   | Female      |   1.62 |  12.92 | Shot Put
 Björn Geirsson          | Male        |   1.71 |  12.75 | Triple Jump
 Jón Ármannsson          | Male        |   1.78 |  14.44 | Shot Put
 Benedikt Benediktsson   | Male        |   1.81 |   9.19 | Triple Jump
 Helga Björnsdóttir      | Female      |   1.63 |  12.37 | Shot Put
 Gunnar Kristjánsson     | Male        |   1.78 |  12.59 | Triple Jump
 Jóna Benediktsdóttir    | Female      |   1.62 |   1.81 | High Jump
 Rúnar Kristjánsson      | Male        |   1.71 |  14.41 | Shot Put
 Hulda Evudóttir         | Female      |   1.77 |   1.74 | High Jump
 Rúnar Sunnevuson        | Male        |   1.75 |  10.21 | Shot Put
 Gunnar Rúnarsson        | Male        |   1.76 |   8.46 | 100 m dash
 Björn Björnsson         | Male        |   1.88 |  10.19 | Triple Jump
 Gréta Kristjánsdóttir   | Female      |   1.62 |   6.11 | Long Jump
 Jóna Benediktsdóttir    | Female      |   1.73 |   7.37 | 100 m dash
 Hulda Evudóttir         | Female      |   1.77 |  12.63 | Shot Put
 Gunnar Ármannsson       | Male        |   1.85 |  14.29 | Shot Put
 Angela Elvudóttir       | Female      |   1.77 |   6.09 | Long Jump
 Gréta Kristjánsdóttir   | Female      |   1.79 |  14.39 | Shot Put
 Björgvin Jónsson        | Male        |   1.86 |   1.43 | High Jump
 Rúnar Rúnarsson         | Male        |   1.85 |   5.71 | 100 m dash
 Kristján Evuson         | Male        |   1.84 |   1.92 | High Jump
 Gunnar Jónsson          | Male        |   1.87 |   7.25 | 100 m dash
 Björn Lovísuson         | Male        |   1.85 |   1.81 | High Jump
 Ása Geirsdóttir         | Female      |   1.76 |  10.42 | Triple Jump
 Elva Rúnarsdóttir       | Female      |   1.67 |    5.1 | Long Jump
 Helga Friðgeirsdóttir   | Female      |    1.6 |   11.2 | Shot Put
 Sunneva Friðgeirsdóttir | Female      |   1.72 |  12.77 | Shot Put
 Ármann Geirsson         | Male        |   1.77 |   4.08 | Long Jump
 Helga Björgvinsdóttir   | Female      |   1.73 |   9.51 | 100 m dash
 Björgvin Ármannsson     | Male        |   1.72 |   2.07 | High Jump
 Friðgeir Friðgeirsson   | Male        |   1.89 |   9.15 | Triple Jump
 Kristján Björnsson      | Male        |   1.85 |   9.25 | Triple Jump
 Gréta Rúnarsdóttir      | Female      |   1.63 |   9.67 | Shot Put
 Björn Friðgeirsson      | Male        |   1.71 |      5 | Long Jump
 Geir Björnsson          | Male        |   1.72 |    6.6 | Long Jump
 Sunneva Friðgeirsdóttir | Female      |   1.72 |   5.97 | Long Jump
 Lovísa Benediktsdóttir  | Female      |   1.72 |   8.92 | 100 m dash
 Kristján Geirsson       | Male        |   1.75 |   8.09 | 100 m dash
 Björn Björnsson         | Male        |   1.84 |  13.15 | Triple Jump
 Jón Rúnarsson           | Male        |   1.75 |   1.13 | High Jump
 Lovísa Helgudóttir      | Female      |   1.64 |   9.81 | 100 m dash
 Sunneva Björnsdóttir    | Female      |   1.71 |   4.25 | Long Jump
 Sunneva Björnsdóttir    | Female      |   1.61 |   8.79 | Triple Jump
 Ása Björgvinsdóttir     | Female      |   1.71 |   7.68 | Triple Jump
 Ása Geirsdóttir         | Female      |   1.76 |  12.78 | Triple Jump
 Ása Friðgeirsdóttir     | Female      |   1.75 |    9.2 | Shot Put
 Kristján Evuson         | Male        |   1.84 |   8.07 | 100 m dash
 Björn Lovísuson         | Male        |   1.85 |  16.03 | Shot Put
 Elva Gunnarsdóttir      | Female      |   1.64 |   4.44 | Long Jump
 Björn Björnsson         | Male        |   1.84 |  16.31 | Shot Put
 Rúnar Björgvinsson      | Male        |   1.88 |   8.73 | 100 m dash
 Hulda Kristjánsdóttir   | Female      |   1.71 |   6.39 | Long Jump
 Hulda Björgvinsdóttir   | Female      |   1.72 |   1.72 | High Jump
 Eva Björgvinsdóttir     | Female      |   1.79 |  10.33 | 100 m dash
 Rúnar Kristjánsson      | Male        |   1.71 |   9.14 | Shot Put
 Geir Kristjánsson       | Male        |   1.73 |   9.99 | Triple Jump
 Ása Jónsdóttir          | Female      |    1.7 |   6.14 | 100 m dash
 Ása Geirsdóttir         | Female      |   1.76 |   8.72 | Triple Jump
 Jón Ármannsson          | Male        |   1.78 |  15.43 | Shot Put
 Angela Friðgeirsdóttir  | Female      |   1.68 |   1.52 | High Jump
 Björgvin Björnsson      | Male        |   1.82 |   6.83 | Triple Jump
 Helga Ármannsdóttir     | Female      |   1.61 |   2.07 | High Jump
 Björn Rúnarsson         | Male        |   1.88 |   7.96 | 100 m dash
 Kristján Benediktsson   | Male        |   1.75 |   6.65 | Long Jump
 Geir Hulduson           | Male        |   1.71 |  11.94 | Triple Jump
 Björn Benediktsson      | Male        |   1.84 |    7.5 | 100 m dash
 Jóna Benediktsdóttir    | Female      |   1.78 |  13.48 | Shot Put
 Jóna Jónsdóttir         | Female      |   1.72 |   5.89 | 100 m dash
 Friðgeir Gunnarsson     | Male        |   1.87 |   3.95 | Long Jump
 Kristján Geirsson       | Male        |   1.75 |   1.78 | High Jump
 Jón Geirsson            | Male        |   1.82 |   14.7 | Shot Put
 Ármann Geirsson         | Male        |   1.88 |   7.05 | 100 m dash
 Gréta Rúnarsdóttir      | Female      |   1.63 |   1.61 | High Jump
 Hulda Jónsdóttir        | Female      |   1.75 |  12.72 | Triple Jump
 Hulda Björnsdóttir      | Female      |   1.74 |   6.38 | 100 m dash
 Elva Gunnarsdóttir      | Female      |   1.69 |  12.08 | Shot Put
 Gunnar Benediktsson     | Male        |   1.89 |   3.83 | Long Jump
 Angela Elvudóttir       | Female      |   1.77 |    4.4 | Long Jump
 Jóna Rúnarsdóttir       | Female      |   1.68 |   3.45 | Long Jump
 Angela Friðgeirsdóttir  | Female      |   1.79 |  15.05 | Shot Put
 Geir Benediktsson       | Male        |   1.89 |   7.77 | Triple Jump
 Gunnar Benediktsson     | Male        |   1.83 |    4.6 | Long Jump
 Geir Benediktsson       | Male        |   1.89 |   8.28 | 100 m dash
 Ármann Rúnarsson        | Male        |   1.77 |    1.2 | High Jump
 Hulda Kristjánsdóttir   | Female      |   1.71 |  10.03 | 100 m dash
 Ármann Gunnarsson       | Male        |   1.88 |   9.56 | Triple Jump
 Friðgeir Gunnarsson     | Male        |   1.78 |   6.46 | Long Jump
 Hulda Geirsdóttir       | Female      |   1.72 |   9.23 | 100 m dash
 Hulda Geirsdóttir       | Female      |   1.72 |   9.68 | 100 m dash
 Gunnar Benediktsson     | Male        |   1.89 |   9.68 | Triple Jump
 Gréta Rúnarsdóttir      | Female      |   1.63 |   1.96 | High Jump
 Helga Friðgeirsdóttir   | Female      |    1.6 |  10.48 | Triple Jump
 Gunnar Benediktsson     | Male        |   1.83 |  10.43 | 100 m dash
 Ármann Rúnarsson        | Male        |   1.77 |   5.58 | Long Jump
 Geir Gunnarsson         | Male        |   1.83 |   8.95 | Shot Put
 Rúnar Björgvinsson      | Male        |   1.88 |  10.13 | Triple Jump
 Angela Friðgeirsdóttir  | Female      |   1.68 |   1.17 | High Jump
 Gréta Kristjánsdóttir   | Female      |   1.62 |  10.65 | Triple Jump
 Helga Björnsdóttir      | Female      |   1.63 |   5.01 | Long Jump
 Hulda Kristjánsdóttir   | Female      |   1.71 |  12.32 | Shot Put
 Eva Björgvinsdóttir     | Female      |   1.79 |   8.97 | Triple Jump
 Ármann Geirsson         | Male        |   1.88 |   9.52 | 100 m dash
 Rúnar Björnsson         | Male        |   1.71 |  13.07 | Triple Jump
 Ármann Geirsson         | Male        |   1.77 |   4.16 | Long Jump
 Sunneva Geirsdóttir     | Female      |   1.66 |   6.23 | Long Jump
 Rúnar Kristjánsson      | Male        |   1.76 |   7.85 | Triple Jump
 Gunnar Hulduson         | Male        |    1.8 |   4.54 | Long Jump
 Rúnar Björgvinsson      | Male        |   1.88 |  11.56 | Triple Jump
 Rúnar Kristjánsson      | Male        |   1.71 |   1.67 | High Jump
 Sunneva Björnsdóttir    | Female      |   1.71 |   9.29 | Shot Put
 Hulda Kristjánsdóttir   | Female      |   1.79 |   1.38 | High Jump
 Elva Gunnarsdóttir      | Female      |   1.69 |   1.23 | High Jump
 Björgvin Rúnarsson      | Male        |   1.73 |   4.06 | Long Jump
 Jóna Benediktsdóttir    | Female      |   1.62 |  10.71 | Triple Jump
 Kristján Geirsson       | Male        |   1.75 |   6.57 | 100 m dash
 Angela Gunnarsdóttir    | Female      |   1.72 |      8 | 100 m dash
 Gunnar Benediktsson     | Male        |   1.89 |   1.19 | High Jump
 Gréta Jónsdóttir        | Female      |   1.73 |   1.68 | High Jump
 Gunnar Benediktsson     | Male        |   1.89 |   8.22 | Triple Jump
 Björgvin Björnsson      | Male        |   1.82 |    1.9 | High Jump
 Angela Friðgeirsdóttir  | Female      |   1.79 |  14.75 | Shot Put
 Geir Kristjánsson       | Male        |   1.73 |   8.07 | 100 m dash
 Björgvin Ármannsson     | Male        |   1.72 |   4.84 | Long Jump
 Gunnar Jónsson          | Male        |   1.81 |   5.91 | Long Jump
 Gunnar Benediktsson     | Male        |   1.83 |   9.62 | Triple Jump
 Rúnar Sunnevuson        | Male        |   1.75 |   9.71 | 100 m dash
 Elva Kristjánsdóttir    | Female      |   1.64 |  12.26 | Triple Jump
 Ása Rúnarsdóttir        | Female      |   1.63 |   1.86 | High Jump
 Geir Rúnarsson          | Male        |   1.78 |  12.85 | Triple Jump
 Ása Björgvinsdóttir     | Female      |   1.71 |   6.69 | 100 m dash
 Angela Rúnarsdóttir     | Female      |   1.71 |   1.84 | High Jump
 Geir Gunnarsson         | Male        |   1.83 |   6.51 | 100 m dash
 Rúnar Kristjánsson      | Male        |   1.71 |  10.64 | Triple Jump
 Rúnar Björgvinsson      | Male        |   1.88 |   9.88 | 100 m dash
 Hulda Jónsdóttir        | Female      |   1.73 |  10.29 | Shot Put
 Ása Evudóttir           | Female      |   1.73 |   6.38 | Long Jump
 Ármann Geirsson         | Male        |   1.84 |  15.22 | Shot Put
 Hulda Jónsdóttir        | Female      |   1.75 |   1.21 | High Jump
 Lovísa Sunnevudóttir    | Female      |   1.73 |   4.23 | Long Jump
 Gunnar Benediktsson     | Male        |   1.89 |  11.65 | Triple Jump
 Björn Rúnarsson         | Male        |   1.81 |   1.92 | High Jump
 Ármann Geirsson         | Male        |   1.84 |   7.26 | Triple Jump
 Rúnar Björgvinsson      | Male        |   1.88 |   5.16 | Long Jump
 Gunnar Kristjánsson     | Male        |   1.78 |  12.38 | Triple Jump
 Jóna Björnsdóttir       | Female      |   1.69 |    4.5 | Long Jump
 Jón Kristjánsson        | Male        |   1.86 |   8.57 | Triple Jump
 Gunnar Benediktsson     | Male        |   1.89 |   5.02 | Long Jump
 Benedikt Helguson       | Male        |   1.88 |   7.73 | Triple Jump
 Helga Ármannsdóttir     | Female      |   1.61 |  12.58 | Triple Jump
 Geir Rúnarsson          | Male        |   1.78 |   14.3 | Shot Put
 Hulda Jónsdóttir        | Female      |   1.73 |   1.67 | High Jump
 Sunneva Friðgeirsdóttir | Female      |   1.73 |   8.86 | Shot Put
 Ása Geirsdóttir         | Female      |   1.75 |   9.82 | 100 m dash
 Geir Rúnarsson          | Male        |   1.78 |  13.52 | Shot Put
 Jóna Benediktsdóttir    | Female      |   1.73 |   6.02 | Long Jump
 Friðgeir Sunnevuson     | Male        |   1.73 |    5.6 | 100 m dash
 Geir Hulduson           | Male        |   1.71 |  16.48 | Shot Put
 Gréta Elvudóttir        | Female      |   1.76 |  11.77 | Triple Jump
 Friðgeir Gunnarsson     | Male        |   1.78 |   1.87 | High Jump
 Gréta Huldudóttir       | Female      |   1.76 |   6.61 | 100 m dash
 Angela Björgvinsdóttir  | Female      |   1.64 |   5.94 | 100 m dash
 Geir Rúnarsson          | Male        |   1.78 |   6.03 | 100 m dash
 Rúnar Geirsson          | Male        |   1.71 |  11.76 | Shot Put
 Gréta Huldudóttir       | Female      |   1.76 |   8.43 | 100 m dash
 Elva Kristjánsdóttir    | Female      |   1.64 |   1.32 | High Jump
 Rúnar Kristjánsson      | Male        |   1.71 |   1.24 | High Jump
 Rúnar Sunnevuson        | Male        |   1.75 |   8.22 | Triple Jump
 Geir Gunnarsson         | Male        |   1.83 |   5.65 | 100 m dash
 Jóna Benediktsdóttir    | Female      |   1.62 |  14.12 | Shot Put
 Gunnar Ármannsson       | Male        |   1.85 |   1.55 | High Jump
 Lovísa Gunnarsdóttir    | Female      |   1.74 |   9.91 | Shot Put
 Kristján Björnsson      | Male        |   1.85 |   4.17 | Long Jump
 Eva Geirsdóttir         | Female      |   1.61 |   1.75 | High Jump
 Björn Ármannsson        | Male        |   1.86 |   9.48 | 100 m dash
 Geir Kristjánsson       | Male        |   1.73 |   1.57 | High Jump
 Friðgeir Gunnarsson     | Male        |   1.78 |   1.09 | High Jump
 Gunnar Hulduson         | Male        |    1.8 |   7.64 | 100 m dash
 Ármann Ármannsson       | Male        |   1.77 |  10.48 | Triple Jump
 Lovísa Benediktsdóttir  | Female      |   1.69 |  15.59 | Shot Put
 Lovísa Benediktsdóttir  | Female      |   1.73 |   4.12 | Long Jump
 Friðgeir Gunnarsson     | Male        |   1.87 |   7.88 | Triple Jump
 Björn Björnsson         | Male        |   1.88 |  10.37 | Shot Put
 Hulda Björgvinsdóttir   | Female      |   1.72 |   5.17 | Long Jump
 Ása Evudóttir           | Female      |   1.73 |   1.33 | High Jump
 Friðgeir Friðgeirsson   | Male        |   1.89 |   1.81 | High Jump
 Hulda Friðgeirsdóttir   | Female      |   1.74 |   5.68 | 100 m dash
 Friðgeir Gunnarsson     | Male        |   1.78 |  14.38 | Shot Put
 Björn Lovísuson         | Male        |   1.85 |  16.39 | Shot Put
 Kristján Björnsson      | Male        |   1.87 |   9.94 | Triple Jump
 Jóna Angeludóttir       | Female      |   1.69 |    1.1 | High Jump
 Rúnar Rúnarsson         | Male        |   1.85 |   8.03 | Triple Jump
 Sunneva Björnsdóttir    | Female      |    1.7 |    1.9 | High Jump
 Björgvin Jónsson        | Male        |   1.86 |  10.81 | Triple Jump
 Björgvin Friðgeirsson   | Male        |   1.75 |   1.53 | High Jump
 Sunneva Björgvinsdóttir | Female      |   1.72 |   8.94 | Triple Jump
 Björgvin Friðgeirsson   | Male        |   1.85 |   13.5 | Shot Put
 Björgvin Rúnarsson      | Male        |   1.73 |  11.85 | Triple Jump
 Jón Grétuson            | Male        |   1.89 |  10.95 | Triple Jump
 Geir Kristjánsson       | Male        |   1.73 |   7.55 | Triple Jump
 Gunnar Friðgeirsson     | Male        |   1.73 |   9.74 | 100 m dash
 Björn Geirsson          | Male        |   1.71 |   9.78 | Triple Jump
 Geir Kristjánsson       | Male        |   1.73 |   7.49 | Triple Jump
 Ása Jónsdóttir          | Female      |    1.7 |   7.53 | 100 m dash
 Lovísa Benediktsdóttir  | Female      |   1.69 |   5.68 | Long Jump
 Ása Björgvinsdóttir     | Female      |   1.71 |    5.1 | Long Jump
 Ása Geirsdóttir         | Female      |   1.76 |  10.38 | Triple Jump
 Friðgeir Friðgeirsson   | Male        |   1.75 |   8.96 | Triple Jump
 Friðgeir Gunnarsson     | Male        |   1.87 |    1.9 | High Jump
 Ása Friðgeirsdóttir     | Female      |   1.77 |   1.86 | High Jump
 Björgvin Björnsson      | Male        |   1.82 |   12.3 | Triple Jump
 Geir Kristjánsson       | Male        |   1.73 |  14.52 | Shot Put
 Rúnar Sunnevuson        | Male        |   1.75 |    1.8 | High Jump
 Hulda Benediktsdóttir   | Female      |   1.64 |  10.25 | Shot Put
 Sunneva Friðgeirsdóttir | Female      |   1.72 |   6.73 | Long Jump
 Friðgeir Geirsson       | Male        |   1.88 |    5.4 | Long Jump
 Gréta Kristjánsdóttir   | Female      |   1.62 |   11.6 | Shot Put
 Friðgeir Gunnarsson     | Male        |   1.87 |  12.76 | Shot Put
 Jóna Rúnarsdóttir       | Female      |   1.68 |  11.15 | Triple Jump
 Björn Jónuson           | Male        |   1.73 |   7.04 | Triple Jump
 Gréta Jónsdóttir        | Female      |   1.73 |  15.09 | Shot Put
 Björgvin Friðgeirsson   | Male        |   1.75 |   8.37 | 100 m dash
 Geir Gunnarsson         | Male        |    1.7 |   1.69 | High Jump
 Björgvin Jónsson        | Male        |   1.86 |   6.33 | Long Jump
 Angela Björgvinsdóttir  | Female      |   1.64 |   1.71 | High Jump
 Geir Jónsson            | Male        |   1.85 |  12.69 | Shot Put
 Helga Björgvinsdóttir   | Female      |   1.73 |   7.89 | 100 m dash
 Eva Björgvinsdóttir     | Female      |   1.79 |   9.02 | Triple Jump
 Björn Björnsson         | Male        |   1.82 |  10.05 | Shot Put
 Friðgeir Gunnarsson     | Male        |   1.78 |   8.89 | 100 m dash
 Sunneva Helgudóttir     | Female      |   1.77 |  10.28 | Triple Jump
 Björn Jónuson           | Male        |   1.73 |  14.28 | Shot Put
 Hulda Kristjánsdóttir   | Female      |   1.71 |   6.58 | 100 m dash
 Gunnar Benediktsson     | Male        |   1.89 |   1.98 | High Jump
 Gunnar Benediktsson     | Male        |   1.83 |  10.31 | Triple Jump
 Gréta Elvudóttir        | Female      |   1.76 |     10 | Shot Put
 Friðgeir Friðgeirsson   | Male        |   1.89 |   1.85 | High Jump
 Björn Björnsson         | Male        |   1.88 |   2.06 | High Jump
 Hulda Jónsdóttir        | Female      |   1.73 |   1.78 | High Jump
 Jóna Sunnevudóttir      | Female      |   1.79 |   9.66 | Triple Jump
 Kristján Björnsson      | Male        |   1.85 |    1.9 | High Jump
 Björgvin Ármannsson     | Male        |   1.72 |  16.38 | Shot Put
 Ása Evudóttir           | Female      |   1.65 |   3.83 | Long Jump
 Ása Kristjánsdóttir     | Female      |   1.64 |   4.57 | Long Jump
 Gunnar Ármannsson       | Male        |   1.85 |  16.35 | Shot Put
 Ármann Gunnarsson       | Male        |   1.88 |   5.25 | Long Jump
 Rúnar Geirsson          | Male        |   1.71 |  11.33 | Shot Put
 Angela Björgvinsdóttir  | Female      |   1.64 |   6.78 | 100 m dash
 Geir Friðgeirsson       | Male        |   1.86 |   6.58 | 100 m dash
 Sunneva Kristjánsdóttir | Female      |   1.74 |  11.75 | Triple Jump
 Jóna Benediktsdóttir    | Female      |   1.78 |   4.73 | Long Jump
 Eva Geirsdóttir         | Female      |   1.61 |   8.55 | Shot Put
 Hulda Evudóttir         | Female      |   1.77 |   6.59 | Long Jump
 Friðgeir Rúnarsson      | Male        |   1.74 |  13.45 | Shot Put
 Lovísa Benediktsdóttir  | Female      |   1.73 |   9.13 | Triple Jump
 Sunneva Björnsdóttir    | Female      |    1.7 |    1.4 | High Jump
 Kristján Benediktsson   | Male        |   1.89 |  12.69 | Triple Jump
 Hulda Jónsdóttir        | Female      |   1.75 |   6.29 | 100 m dash
 Jóna Benediktsdóttir    | Female      |   1.62 |   8.87 | Shot Put
 Kristján Benediktsson   | Male        |   1.75 |   8.79 | Triple Jump
 Björgvin Ármannsson     | Male        |   1.72 |   5.35 | Long Jump
 Jóna Benediktsdóttir    | Female      |   1.78 |   1.09 | High Jump
 Rúnar Björnsson         | Male        |   1.71 |   9.84 | Triple Jump
 Kristján Gunnarsson     | Male        |   1.81 |   9.26 | Shot Put
 Björn Geirsson          | Male        |   1.71 |   7.34 | Triple Jump
 Hulda Jónsdóttir        | Female      |   1.75 |   8.64 | 100 m dash
 Friðgeir Friðgeirsson   | Male        |   1.89 |   1.63 | High Jump
